ID,ID_PGDP,group,family,genus,species,subspecies,species_full,species_short,species_genotyping,reference,SEX,len_chrA,len_chrA_contigs_shorter_than_1Mb,len_chrX,len_chrX_contigs_shorter_than_1Mb,len_chrY,len_chrY_contigs_shorter_than_1Mb,total_seq_chrA,total_seq_chrX,total_seq_chrY,len_cov_chrA,len_cov_chrX,len_cov_chrY,frac_cov_chrA,frac_cov_chrX,frac_cov_chrY,frac_cov_gw,rel_frac_cov_YX,nonN_frac,frac_cov_gw_cor,threshold,threshold_chrX,good_frac_cov,cov_chrA,cov_chrX,cov_chrY,cov_gw,rel_cov_chrX,gSEX,gSEX_source,callable_chrA,callable_chrX,GT00_chrA,GT01_chrA,GT11_chrA,GTmis_chrA,GT00_chrX,GT0_chrX,GT01_chrX,GT11_chrX,GT1_chrX,GTmis_chrX,het_chrA,het_chrX,rel_chrX_het,hom_alt_chrA,hom_alt_chrX,hem_alt_chrX,rel_chrX_hom_alt,mis_chrA,mis_chrX,div_chrA,clade,subclade_split,sample_used_for_q,q25_div_chrA,q50_div_chrA,q75_div_chrA,q25_frac_cov_chrA,q50_frac_cov_chrA,q75_frac_cov_chrA,zscore_div_chrA,zscore_frac_cov_chrA,dupl_group,remove_as_duplicate,low_mis,low_frac_cov_qc,high_div_chrA_qc,high_mis_qc,low_div_chrA_qc,masterQC,manual_fix,reason,finalQC,Kuderna_AB_QC,Kuderna_COV_QC,relatives,remove_as_relative,generation,founder,remove_manual,pedigree_source,MQ1kb,MQ1Mb,total_reads,mapped_reads,properly_paired_reads,f_mapped_reads
SAMN20815271,SAMN20815271,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3856543763.0,106060654.0,7879811.0,1643904805,56006079.0,3407295.0,0.6343,0.3924,0.41,0.6211,1.0448,0.9992,0.6216,0.9,0.9,False,2.346,1.8937,2.3126,2.331,0.8072,M,chrY,2452327925,130937225.0,18376,25993,976,67071332,,13000.0,,,1786.0,1944250.0,1.06e-05,,,4e-07,,1.36e-05,,0.0273501,0.0148487,5.7e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4282,-1769.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.0928,56.4715,33148810,32206712,31011172,0.972
SAMN20815272,SAMN20815272,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2249636480.0,121570224.0,1269665.0,1132904311,61524007.0,511110.0,0.4372,0.4311,0.0615,0.4357,0.1427,0.9992,0.436,0.9,0.9,False,1.9857,1.976,2.4841,1.9854,0.9951,F,chrY,2452327925,130937225.0,3518,4334,99,67108726,72.0,,141.0,7.0,,1958816.0,1.8e-06,1.1e-06,0.6093203,0.0,1e-07,,1.3242752,0.0273653,0.01496,9e-07,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.445,-2755.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1639,56.5513,19915318,19353802,18682736,0.972
SAMN20815273,SAMN20815273,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2868252150.0,80864553.0,5822656.0,1352536661,44450717.0,2739270.0,0.5219,0.3115,0.3296,0.5104,1.0583,0.9992,0.5108,0.9,0.9,False,2.1206,1.8192,2.1256,2.1111,0.8578,M,chrY,2452327925,130937225.0,7256,11184,280,67097957,,6413.0,,,1094.0,1951529.0,4.6e-06,,,1e-07,,8.4e-06,,0.0273609,0.0149043,2.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4398,-2331.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1645,56.5451,24328830,23718744,22939744,0.975
SAMN20815274,SAMN20815274,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3358051269.0,95098951.0,7229672.0,1492306067,50402374.0,3121938.0,0.5758,0.3532,0.3757,0.5637,1.0637,0.9992,0.5642,0.9,0.9,False,2.2502,1.8868,2.3158,2.2385,0.8385,M,chrY,2452327925,130937225.0,13442,20185,639,67082411,,10172.0,,,1599.0,1947265.0,8.2e-06,,,3e-07,,1.22e-05,,0.0273546,0.0148717,4.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4329,-2062.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1751,56.5562,29137634,27791761,26198296,0.954
SAMN20815275,SAMN20815275,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3294823342.0,179526848.0,2061217.0,1459482289,79533041.0,629262.0,0.5632,0.5573,0.0757,0.5614,0.1359,0.9992,0.5618,0.9,0.9,False,2.2575,2.2573,3.2756,2.2579,0.9999,F,chrY,2452327925,130937225.0,11511,18003,612,67086551,309.0,,489.0,27.0,,1958211.0,7.3e-06,3.7e-06,0.5087207,2e-07,2e-07,,0.826281,0.0273563,0.0149553,3.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4345,-2125.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.226,56.6094,28502690,27691402,26682792,0.972
SAMN20815276,SAMN20815276,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3956771954.0,111602159.0,8483218.0,1598164655,54839466.0,3333874.0,0.6167,0.3843,0.4012,0.6039,1.044,0.9992,0.6044,0.9,0.9,False,2.4758,2.0351,2.5446,2.4614,0.822,M,chrY,2452327925,130937225.0,26605,33007,1705,67055360,,16332.0,,,2359.0,1940345.0,1.35e-05,,,7e-07,,1.8e-05,,0.0273436,0.0148189,7.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4222,-1857.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,54.6899,56.0581,34591278,33423635,32180324,0.966
SAMN20815277,SAMN20815277,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2935115824.0,157301184.0,1934754.0,1332438980,71830860.0,600994.0,0.5142,0.5033,0.0723,0.5123,0.1437,0.9992,0.5127,0.9,0.9,False,2.2028,2.1899,3.2193,2.2026,0.9941,F,chrY,2452327925,130937225.0,8261,12360,413,67095643,245.0,,388.0,15.0,,1958388.0,5e-06,3e-06,0.5879341,2e-07,1e-07,,0.6802313,0.02736,0.0149567,2.7e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4388,-2370.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1603,56.5557,26081990,25427512,24633050,0.975
SAMN20815278,SAMN20815278,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3375960517.0,95825561.0,7112114.0,1519461646,51659835.0,3147197.0,0.5863,0.362,0.3787,0.574,1.0462,0.9992,0.5745,0.9,0.9,False,2.2218,1.8549,2.2598,2.2099,0.8349,M,chrY,2452327925,130937225.0,11706,20015,614,67084342,,10121.0,,,1466.0,1947449.0,8.2e-06,,,3e-07,,1.12e-05,,0.0273554,0.0148732,4.3e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.433,-2009.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.3013,56.6818,28339010,27606281,26651858,0.974
SAMN20815279,SAMN20815279,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2457640777.0,68878764.0,5021470.0,1205376006,38575744.0,2365097.0,0.4651,0.2703,0.2846,0.4544,1.0529,0.9992,0.4548,0.9,0.9,False,2.0389,1.7855,2.1232,2.0312,0.8757,M,chrY,2452327925,130937225.0,4761,6609,184,67105123,,4094.0,,,620.0,1954322.0,2.7e-06,,,1e-07,,4.7e-06,,0.0273638,0.0149256,1.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4433,-2615.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,54.9208,56.2904,21211106,20644735,19945734,0.973
SAMN20815280,SAMN20815280,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2339137246.0,124116192.0,1395708.0,1176138220,63069721.0,543989.0,0.4538,0.4419,0.0655,0.452,0.1481,0.9992,0.4524,0.9,0.9,False,1.9888,1.9679,2.5657,1.988,0.9895,F,chrY,2452327925,130937225.0,2946,5082,98,67108551,75.0,,126.0,8.0,,1958827.0,2.1e-06,1e-06,0.4643563,0.0,1e-07,,1.5289009,0.0273652,0.01496,1.1e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4445,-2672.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2768,56.6639,20454946,19928854,19303272,0.974
SAMN20815281,SAMN20815281,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3667638169.0,103955091.0,7591739.0,1592837207,54808280.0,3312523.0,0.6146,0.384,0.3986,0.602,1.038,0.9992,0.6025,0.9,0.9,False,2.3026,1.8967,2.2918,2.2891,0.8237,M,chrY,2452327925,130937225.0,15910,26055,837,67073875,,12146.0,,,1968.0,1944922.0,1.06e-05,,,3e-07,,1.5e-05,,0.0273511,0.0148539,5.7e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4284,-1868.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2145,56.5961,30986990,30172660,29126928,0.974
SAMN20815282,SAMN20815282,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2369578109.0,126480928.0,1327800.0,1163471013,62553464.0,528601.0,0.449,0.4383,0.0636,0.4472,0.1451,0.9992,0.4476,0.9,0.9,False,2.0366,2.022,2.5119,2.0361,0.9928,F,chrY,2452327925,130937225.0,4433,5742,149,67106353,79.0,,133.0,6.0,,1958818.0,2.3e-06,1e-06,0.4338143,1e-07,0.0,,0.7541893,0.0273643,0.01496,1.2e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4439,-2696.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1477,56.5456,21179704,20340257,19328270,0.96
SAMN20815283,SAMN20815283,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3622420146.0,194853621.0,2293913.0,1612994044,87066073.0,695822.0,0.6224,0.6101,0.0837,0.6201,0.1373,0.9992,0.6206,0.9,0.9,False,2.2458,2.238,3.2967,2.2458,0.9965,F,chrY,2452327925,130937225.0,13754,24950,759,67077214,286.0,,600.0,33.0,,1958117.0,1.02e-05,4.6e-06,0.4503976,3e-07,3e-07,,0.8143059,0.0273525,0.0149546,5.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4293,-1829.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.345,56.7248,30671122,29814439,28646004,0.972
SAMN20815284,SAMN20815284,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2922346535.0,157324575.0,2140248.0,1387866240,75016118.0,624875.0,0.5355,0.5256,0.0752,0.5336,0.1431,0.9992,0.534,0.9,0.9,False,2.1056,2.0972,3.4251,2.1058,0.996,F,chrY,2452327925,130937225.0,6587,8475,374,67101241,155.0,,338.0,12.0,,1958531.0,3.5e-06,2.6e-06,0.7469515,2e-07,1e-07,,0.6009316,0.0273623,0.0149578,1.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4416,-2263.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2856,56.6744,25265126,24628492,23817134,0.975
SAMN20815285,SAMN20815285,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2139471291.0,111385710.0,1870905.0,1087087089,57486922.0,545343.0,0.4195,0.4028,0.0656,0.4175,0.1629,0.9992,0.4178,0.9,0.9,False,1.9681,1.9376,3.4307,1.9672,0.9845,F,chrY,2452327925,130937225.0,3956,3975,93,67108653,132.0,,67.0,5.0,,1958832.0,1.6e-06,5e-07,0.3156844,0.0,0.0,,1.0069374,0.0273653,0.0149601,8e-07,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4453,-2843.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,54.4994,55.8813,21580084,19195921,16512678,0.89
SAMN20815286,SAMN20815286,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3282344985.0,91889568.0,6525135.0,1449417391,48237575.0,2964446.0,0.5593,0.338,0.3567,0.5472,1.0554,0.9992,0.5476,0.9,0.9,False,2.2646,1.9049,2.2011,2.2529,0.8412,M,chrY,2452327925,130937225.0,12566,17952,630,67085529,,9473.0,,,1437.0,1948126.0,7.3e-06,,,3e-07,,1.1e-05,,0.0273559,0.0148783,3.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4345,-2144.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2308,56.6188,28786708,27203164,25393628,0.945
SAMN20815287,SAMN20815287,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3303388713.0,176539207.0,2646262.0,1475501911,79257371.0,649842.0,0.5694,0.5554,0.0782,0.5671,0.1408,0.9992,0.5676,0.9,0.9,False,2.2388,2.2274,4.0722,2.239,0.9949,F,chrY,2452327925,130937225.0,11459,18244,563,67086411,253.0,,361.0,27.0,,1958395.0,7.4e-06,2.8e-06,0.3705976,2e-07,2e-07,,0.8981953,0.0273562,0.0149567,3.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4344,-2094.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.247,56.6334,28759964,27576587,26144982,0.959
SAMN20815288,SAMN20815288,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3531506730.0,100072633.0,7114647.0,1559757313,53473791.0,3219335.0,0.6019,0.3747,0.3874,0.5894,1.0339,0.9992,0.5899,0.9,0.9,False,2.2641,1.8714,2.21,2.251,0.8266,M,chrY,2452327925,130937225.0,13301,22642,717,67080017,,11268.0,,,1634.0,1946134.0,9.2e-06,,,3e-07,,1.25e-05,,0.0273536,0.0148631,4.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.431,-1931.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2549,56.6486,32232334,29238138,25748460,0.907
SAMN20815289,SAMN20815289,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3500965915.0,183611794.0,2617073.0,1526529874,81187311.0,693267.0,0.5891,0.5689,0.0834,0.5865,0.1466,0.9992,0.587,0.9,0.9,False,2.2934,2.2616,3.775,2.2924,0.9861,F,chrY,2452327925,130937225.0,15625,22193,772,67078087,363.0,,633.0,28.0,,1958012.0,9e-06,4.8e-06,0.534199,3e-07,2e-07,,0.6792914,0.0273528,0.0149538,4.8e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4312,-1995.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,53.997,55.3499,31786556,30248965,28997806,0.952
SAMN20815290,SAMN20815290,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3231884190.0,173011658.0,1885915.0,1485626008,79917080.0,646095.0,0.5733,0.56,0.0778,0.5711,0.1388,0.9992,0.5716,0.9,0.9,False,2.1754,2.1649,2.9189,2.1752,0.9952,F,chrY,2452327925,130937225.0,9862,17378,446,67088991,244.0,,713.0,22.0,,1958057.0,7.1e-06,5.4e-06,0.7684315,2e-07,2e-07,,0.9238538,0.0273573,0.0149542,3.7e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4352,-2074.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2514,56.6367,27901310,27081075,26007468,0.971
SAMN20815291,SAMN20815291,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2903543604.0,82075668.0,6753734.0,1312913558,43054125.0,2632683.0,0.5066,0.3017,0.3168,0.4954,1.0501,0.9992,0.4958,0.9,0.9,False,2.2115,1.9063,2.5653,2.2025,0.862,M,chrY,2452327925,130937225.0,9349,11334,304,67095690,,7433.0,,,926.0,1950677.0,4.6e-06,,,1e-07,,7.1e-06,,0.02736,0.0148978,2.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4397,-2408.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,53.9259,55.2871,28080254,25951350,24861860,0.924
SAMN20815292,SAMN20815292,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3298653970.0,92081618.0,7235761.0,1498027984,50296713.0,3062131.0,0.5781,0.3524,0.3685,0.5657,1.0456,0.9992,0.5662,0.9,0.9,False,2.202,1.8308,2.363,2.1903,0.8314,M,chrY,2452327925,130937225.0,9096,16028,438,67091115,,8890.0,,,1142.0,1949004.0,6.5e-06,,,2e-07,,8.7e-06,,0.0273581,0.014885,3.4e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4361,-2050.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1888,56.5795,28825768,27247678,25442530,0.945
SAMN20815293,SAMN20815293,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3224676696.0,176361713.0,1972317.0,1475474211,80530913.0,639482.0,0.5693,0.5643,0.077,0.5676,0.1364,0.9992,0.5681,0.9,0.9,False,2.1855,2.19,3.0842,2.1861,1.002,F,chrY,2452327925,130937225.0,10062,17165,425,67089025,277.0,,544.0,22.0,,1958193.0,7e-06,4.2e-06,0.593568,2e-07,2e-07,,0.969503,0.0273573,0.0149552,3.7e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4353,-2094.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.248,56.635,27989008,27264985,26285902,0.974
SAMN20815294,SAMN20815294,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,3032130170.0,163708191.0,2270624.0,1358365931,73623101.0,622611.0,0.5242,0.5159,0.0749,0.5224,0.1452,0.9992,0.5228,0.9,0.9,False,2.2322,2.2236,3.6469,2.2324,0.9962,F,chrY,2452327925,130937225.0,10937,13915,472,67091353,254.0,,446.0,16.0,,1958320.0,5.7e-06,3.4e-06,0.6002982,2e-07,1e-07,,0.6348826,0.0273582,0.0149562,3e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4376,-2320.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1377,56.5286,27553872,26821800,25923738,0.973
SAMN20815295,SAMN20815295,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,1385093071.0,65759673.0,1640741.0,670490261,33368677.0,371024.0,0.2587,0.2338,0.0446,0.2568,0.191,0.9992,0.257,0.9,0.9,False,2.0658,1.9707,4.4222,2.0625,0.954,F,chrY,2452327925,130937225.0,7565,2523,234,67106355,94.0,,44.0,2.0,,1958896.0,1e-06,3e-07,0.3266261,1e-07,0.0,,0.1600772,0.0273643,0.0149606,6e-07,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4461,-3647.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,50.3073,51.5613,24288394,14924059,14064886,0.614
SAMN20815296,SAMN20815296,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2652159831.0,137907234.0,2230304.0,1236965415,65389783.0,577967.0,0.4773,0.4582,0.0696,0.4751,0.1518,0.9992,0.4755,0.9,0.9,False,2.1441,2.109,3.8589,2.1431,0.9836,F,chrY,2452327925,130937225.0,7139,8881,268,67100389,100.0,,199.0,11.0,,1958726.0,3.6e-06,1.5e-06,0.4196687,1e-07,1e-07,,0.7687291,0.0273619,0.0149593,1.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4415,-2554.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.1456,56.5404,23869774,23191846,22401098,0.972
SAMN20815297,SAMN20815297,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2918746994.0,78180008.0,5643607.0,1326748827,41838841.0,2618061.0,0.512,0.2932,0.3151,0.5,1.0746,0.9992,0.5004,0.9,0.9,False,2.1999,1.8686,2.1556,2.1897,0.8494,M,chrY,2452327925,130937225.0,10663,13613,454,67091947,,7024.0,,,968.0,1951044.0,5.6e-06,,,2e-07,,7.4e-06,,0.0273585,0.0149006,3e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4378,-2381.0,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.01,56.3849,25487120,24625493,23568964,0.966
SAMN20815298,SAMN20815298,OWM,Cercopithecidae,Papio,cynocephalus,anubishybrid,Papio_cynocephalus_anubishybrid,P.cynocephalus_anubishybrid,Papio_cynocephalus_ssp,Papio_anubis,Unknown,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,2791379128.0,149308110.0,1515082.0,1351463856,72811195.0,611630.0,0.5215,0.5102,0.0736,0.5196,0.1443,0.9992,0.52,0.9,0.9,False,2.0654,2.0506,2.4771,2.0649,0.9928,F,chrY,2452327925,130937225.0,5023,8867,180,67102607,131.0,,230.0,7.0,,1958668.0,3.6e-06,1.8e-06,0.4858101,1e-07,1e-07,,0.7283514,0.0273628,0.0149588,1.9e-06,Papio_anubis_ssp7,0.0,False,0.0027047,0.0029723,0.0029892,0.9881,0.9882,0.9883,-10.4416,-2333.5,,False,False,fail,ok,warn,warn,fail,,,fail,,,,,,,,,55.2288,56.6172,24295114,23650589,22835326,0.973
