chrom	length	end_pos	chr_type	species	reference
NC_060940.1	57785475	96170323	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060941.1	58125708	84235735	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060942.1	60116744	80532380	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060943.1	34489733	61683242	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060944.1	48458254	66168714	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060945.1	26040474	45059916	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060946.1	24116781	51297094	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060947.1	103333557	154219366	chrX	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060948.1	40712	62098751	aut	Theropithecus_gelada_ssp	Homo_sapiens_ssp
NC_060925.1	137642543	248359601	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060926.1	151309697	242614027	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060927.1	123975785	201091448	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060928.1	114000618	193335817	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060929.1	109566051	181844881	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060930.1	103136622	171965863	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060931.1	92322494	160562076	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060932.1	90118770	146253369	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060933.1	69752242	150415143	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060934.1	71482693	134553038	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060935.1	79065340	135051698	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060936.1	80723351	133316840	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060937.1	56083111	113551202	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060938.1	56103617	101130040	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060939.1	49927744	99561964	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060940.1	44089981	96173591	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060941.1	45927091	84235735	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060942.1	46624683	80532650	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060943.1	22495414	61677580	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060944.1	29014774	66168714	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060945.1	17625346	45059916	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060946.1	17763288	51283084	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060947.1	90794922	154219366	chrX	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060948.1	25540	27340350	aut	Cercopithecus_roloway_ssp	Homo_sapiens_ssp
NC_060925.1	146748345	248359605	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060926.1	160211997	242614027	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060927.1	133224141	200870540	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060928.1	125427644	193335934	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060929.1	122761470	181809996	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060930.1	115361463	172088299	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060931.1	97894580	160543483	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060932.1	95250250	146233676	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060933.1	72536413	150364933	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060934.1	82781990	134550818	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060935.1	86399486	135092046	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060936.1	87984348	133295247	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060937.1	61632613	113539077	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060938.1	60308917	101129296	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060939.1	51277965	99624549	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060940.1	49439313	96173483	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060941.1	48695341	84237841	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060942.1	51918157	80533107	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060943.1	25785258	61683067	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060944.1	41357178	66166050	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060945.1	20586116	45053159	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060946.1	18029667	51297094	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060947.1	81536004	153834761	chrX	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060948.1	27612	27437274	aut	Aotus_griseimembra_ssp	Homo_sapiens_ssp
NC_060925.1	171566411	248359601	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060926.1	185552415	242614027	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060927.1	156126035	201091448	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060928.1	142492120	193335817	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060929.1	137495151	181844881	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060930.1	131927301	172088286	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060931.1	114732022	160562076	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060932.1	110472265	146233131	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060933.1	85775000	150418452	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060934.1	98052964	134553813	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060935.1	94540608	135034796	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060936.1	101375311	133312696	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060937.1	73063363	113550112	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060938.1	67578412	101129841	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060939.1	60525223	99716441	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060940.1	56440053	96173591	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060941.1	55294667	84239663	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060942.1	58553879	80533414	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060943.1	33889599	61677945	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060944.1	47516729	66160430	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060945.1	25360228	45059916	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060946.1	22968767	51297094	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060947.1	94070188	154132917	chrX	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060948.1	53374	27437274	aut	Semnopithecus_priam_ssp	Homo_sapiens_ssp
NC_060925.1	140042055	248339120	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060926.1	154086560	242614027	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060927.1	124730723	200870540	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060928.1	116761075	193335817	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060929.1	115376074	181829274	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060930.1	106449505	171965862	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060931.1	91403041	160543483	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060932.1	89043180	146230808	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060933.1	70072587	150579220	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060934.1	80165627	134552376	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060935.1	81300289	135117559	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060936.1	82120360	133288494	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060937.1	61056432	113538863	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060938.1	56214420	101129296	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060939.1	47667366	99656813	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060940.1	45728169	96173483	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060941.1	43349251	84226079	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060942.1	48823887	80533107	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060943.1	24285234	61672389	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060944.1	38874405	66166050	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060945.1	19887233	45053160	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060946.1	18688936	51297094	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060947.1	82663227	154132917	chrX	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060948.1	19372	62102532	aut	Pithecia_albicans_ssp	Homo_sapiens_ssp
NC_060925.1	171602592	248367473	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060926.1	186531663	242614027	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060927.1	157092777	201091448	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060928.1	143186389	193335817	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060929.1	138341253	181844881	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060930.1	131800870	172088286	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060931.1	113989912	160562076	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060932.1	110834261	146233131	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060933.1	84651019	150418452	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060934.1	98533049	134553813	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060935.1	95206072	135034796	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060936.1	100838067	133312696	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060937.1	73542831	113550112	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060938.1	66593638	101129841	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060939.1	60738949	99716441	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060940.1	56686188	96173591	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060941.1	55579439	84239663	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060942.1	58400375	80533414	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060943.1	34038993	61677945	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060944.1	47439056	66160430	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060945.1	25497024	45059916	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060946.1	23150955	51297094	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060947.1	94007430	154132917	chrX	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060948.1	55713	27437274	aut	Semnopithecus_schistaceus_ssp	Homo_sapiens_ssp
NC_060925.1	134247498	248367472	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060926.1	153853133	242614028	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060927.1	122772224	201091448	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060928.1	114647647	193335817	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060929.1	113902738	181812347	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060930.1	106079175	172088299	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060931.1	90597897	160543483	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060932.1	89076109	146234119	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060933.1	69227877	150579220	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060934.1	78104157	134550818	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060935.1	80014797	135092046	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060936.1	80822419	133297205	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060937.1	60597161	113550112	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060938.1	55435795	101100179	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060939.1	46042991	99656813	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060940.1	45185540	96167073	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060941.1	41683993	84237841	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060942.1	49009007	80533405	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060943.1	21575531	61683045	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060944.1	37394744	66166050	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060945.1	19414739	45059309	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060946.1	17034459	51297094	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060947.1	76976388	154158668	chrX	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060948.1	18325	62102532	aut	Lagothrix_lagotricha_ssp	Homo_sapiens_ssp
NC_060925.1	68900180	248156030	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060926.1	41630333	242614027	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060927.1	92695632	200788240	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060928.1	5896915	193271241	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060929.1	22698480	181578385	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060930.1	2472184	172088286	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060931.1	21512087	158042759	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060932.1	92081429	145371540	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060933.1	60026220	150418452	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060934.1	95763768	134527909	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060935.1	6146302	134289626	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060936.1	4452734	132562016	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060937.1	70822037	113550112	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060938.1	1082643	100360692	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060939.1	3737820	99561963	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060940.1	55153986	96152678	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060941.1	55252543	84239663	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060942.1	56584687	80533414	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060943.1	3364950	57771047	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060944.1	42935	66096583	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060945.1	24508	41310319	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060946.1	509622	50976885	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060947.1	95880709	154155493	chrX	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060948.1	32733	27437274	aut	Rhinopithecus_strykeri_ssp	Homo_sapiens_ssp
NC_060925.1	137920913	248367473	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060926.1	156801443	242612442	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060927.1	126283492	201091448	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060928.1	117934839	193335817	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060929.1	116358517	181812347	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060930.1	108659424	172088299	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060931.1	92775408	160543483	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060932.1	90923750	146234119	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060933.1	70058482	150583568	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060934.1	80023619	134550818	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060935.1	80889117	135092046	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060936.1	82932096	133298433	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060937.1	62037994	113550112	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060938.1	56781699	101129841	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060939.1	47824390	99656788	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060940.1	45660587	96167073	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060941.1	42417411	84237841	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060942.1	49904906	80533405	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060943.1	21787025	61683067	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060944.1	38116985	66166050	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060945.1	19601244	45059309	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060946.1	17250393	51297094	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060947.1	81943377	154158668	chrX	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060948.1	17246	62102532	aut	Ateles_geoffroyi_ssp	Homo_sapiens_ssp
NC_060925.1	147119887	248367473	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060926.1	165675161	242614027	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060927.1	133556378	200870540	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060928.1	127085827	193335817	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060929.1	123244003	181836656	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060930.1	115317557	172088406	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060931.1	98592238	160543483	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060932.1	96046569	146234119	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060933.1	74713975	150465191	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060934.1	85808753	134550818	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060935.1	86961762	135117559	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060936.1	87300674	133295236	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060937.1	65445311	113550110	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060938.1	60159192	101015888	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060939.1	51341795	99678470	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060940.1	49167402	96174870	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060941.1	48372193	84237841	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060942.1	52795461	80532913	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060943.1	25972545	61672389	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060944.1	40837764	66166050	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060945.1	21338541	45053160	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060946.1	19442315	51297094	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060947.1	82099718	154155493	chrX	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060948.1	59806	62113917	aut	Plecturocebus_moloch_ssp	Homo_sapiens_ssp
NC_060925.1	144215707	248367473	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060926.1	162071825	242575983	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060927.1	129879357	200870540	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060928.1	124182181	193335817	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060929.1	118491460	181516824	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060930.1	110816622	172088286	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060931.1	96473457	160543483	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060932.1	92728594	146234119	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060933.1	73269444	150393651	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060934.1	82182531	134550258	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060935.1	84299761	135092046	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060936.1	84831722	133234792	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060937.1	64449540	113550110	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060938.1	58772305	100359922	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060939.1	48319232	99624549	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060940.1	48275324	96167073	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060941.1	44716139	84237841	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060942.1	52016926	80532913	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060943.1	21967924	61683067	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060944.1	40259964	66166050	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060945.1	20738953	45053160	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060946.1	17063728	51297094	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060947.1	80775604	154158668	chrX	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060948.1	48424	27419855	aut	Cebus_albifrons_ssp	Homo_sapiens_ssp
NC_060925.1	89739101	248359680	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060926.1	98079341	242613581	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060927.1	81148169	201092439	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060928.1	58235014	193243148	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060929.1	67901952	181824078	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060930.1	66981394	172085353	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060931.1	56174813	160490215	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060932.1	54812765	146178721	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060933.1	45934564	150406030	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060934.1	48806138	134490510	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060935.1	51502715	135116485	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060936.1	48053034	133133223	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060937.1	35445132	113544474	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060938.1	34805011	100140781	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060939.1	32955076	99588449	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060940.1	27982447	96150646	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060941.1	28656488	84227788	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060942.1	28573278	80520408	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060943.1	10282055	61675724	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060944.1	25533496	66168009	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060945.1	11171701	45058319	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060946.1	11010872	51283084	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060947.1	41466855	154003805	chrX	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060948.1	4254	27435002	aut	Propithecus_perrieri_ssp	Homo_sapiens_ssp
NC_060925.1	140634918	248359601	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060926.1	154671346	242630205	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060927.1	126968719	201091448	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060928.1	117909317	193335816	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060929.1	112974150	181828975	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060930.1	106079402	171965863	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060931.1	94571750	160562076	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060932.1	92646203	146253369	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060933.1	71138734	150465192	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060934.1	73198342	134553813	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060935.1	80798539	135051613	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060936.1	82512653	133316840	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060937.1	58135424	113551202	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060938.1	57347698	101127143	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060939.1	51130428	99561963	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060940.1	44703571	96173591	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060941.1	46578128	84235735	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060942.1	47964530	80532650	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
NC_060943.1	22803012	61683212	aut	Cercopithecus_denti_ssp	Homo_sapiens_ssp
